CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
8882;33400;PIAZZA DI PORTA MAGGIORE;15;Santo Stefano;MURA DI PORTA SAN VITALE;VIALE GIAMBATTISTA ERCOLANI;16101;16760;2000-01-18;33.0;;;;;;;;;44.490194031852674, 11.357202899997212;"{""coordinates"": [[11.356999445977468, 44.49018581268951], [11.357087173658506, 44.490205922584956], [11.357407922568253, 44.49018111393537]], ""type"": ""LineString""}";759410.0
9329;36750;VIALE ANGELO MASINI;15;Santo Stefano;VIA ATTILIO MUGGIA;VIALE ANGELO MASINI;17008;16747;2004-03-02;78.0;24;;34;;;;;;44.50331735996835, 11.350325514976895;"{""coordinates"": [[11.349901887317406, 44.50349413767355], [11.350749142636385, 44.50314058226315]], ""type"": ""LineString""}";758812.0
6252;39450;VIA DI MONTE ALBANO;13;Porto - Saragozza;VIA DI MONTE ALBANO;VIA DI MONTE ALBANO;13979;13980;1997-05-27;96.0;;;;;;;;;44.47727251510615, 11.29423428794013;"{""coordinates"": [[11.294570015087062, 44.47750286480551], [11.29445731890035, 44.477470577922844], [11.294340741165227, 44.47743646038628], [11.29419211318444, 44.47740492240242], [11.294161986725626, 44.477388260830764], [11.294118016007161, 44.47736036312554], [11.29409814309424, 44.47733198113797], [11.29409679034911, 44.47729747429877], [11.29411143148471, 44.47726071948755], [11.294143302504068, 44.477185249280616], [11.294152172894998, 44.47686465900171]], ""type"": ""LineString""}";759403.0
7105;20080;VIA QUIRINO DI MARZIO;11;Borgo Panigale - Reno;VIA NINO BERTOCCHI;VIA QUIRINO DI MARZIO;8641;14629;1997-06-19;127.0;;;;;1;;9;;44.50046743249791, 11.294454548988188;"{""coordinates"": [[11.294313101602356, 44.49991262288673], [11.294358798625728, 44.50001965442893], [11.29446198879093, 44.50031441357609], [11.294479540287359, 44.50038760289679], [11.294494348760516, 44.50051494386445], [11.29449864749639, 44.50083894141014], [11.294496109585276, 44.501040326157]], ""type"": ""LineString""}";760191.0
7107;20080;VIA QUIRINO DI MARZIO;11;Borgo Panigale - Reno;VIA QUIRINO DI MARZIO;VIA QUIRINO DI MARZIO;14629;14630;1997-06-19;33.0;2;;20;;;;;;44.50106609803277, 11.29429018349315;"{""coordinates"": [[11.294496109585276, 44.501040326157], [11.294084257401025, 44.50109186990854]], ""type"": ""LineString""}";760191.0
5852;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA FRANCESCO ZANARDI;13639;13641;1997-05-05;137.0;380;;382;;;;;;44.53226825417904, 11.313867147324983;"{""coordinates"": [[11.314629807078276, 44.53197865391821], [11.314389074721893, 44.5320741004114], [11.313887046125592, 44.53226857759595], [11.313099026462519, 44.53254310992337]], ""type"": ""LineString""}";759601.0
5667;90090;RACCORDO BORGO PANIGALE-TANGENZIALE;11;Borgo Panigale - Reno;VIA PERSICETANA;RACCORDO BORGO PANIGALE-TANGENZIALE;8512;13458;1996-03-07;323.0;;;;;;;;;44.525650281850034, 11.265389764360476;"{""coordinates"": [[11.26348929350514, 44.526166874638136], [11.263866909814007, 44.526074852681305], [11.265496293131564, 44.52562032657809], [11.26624628732543, 44.52540867125701], [11.267289574460968, 44.52513081507972]], ""type"": ""LineString""}";
5762;30580;ROTONDA ITALIA;14;San Donato - San Vitale;ROTONDA ITALIA;RAMPA TANG.USCITA DODICI S.LAZZARO-CASAL.;7032;13510;1996-11-21;105.0;;;;;;;;;44.48648148859474, 11.408654854919929;"{""coordinates"": [[11.40890984265175, 44.48602840494165], [11.408775925606015, 44.486311571474914], [11.40866696014074, 44.4865398177149], [11.40856783258844, 44.48668784127453], [11.408420405702737, 44.48678040157708], [11.408290743576847, 44.48682550336981]], ""type"": ""LineString""}";759843.0
5958;19550;VIA DE LA BIRRA;11;Borgo Panigale - Reno;VIA DE LA BIRRA;VIA FRATELLI DANDOLO;13732;8905;1997-05-12;46.0;;;;;17;;17;;44.52159595316947, 11.293406974065114;"{""coordinates"": [[11.293616820388957, 44.521455501638684], [11.293197127741271, 44.52173640470024]], ""type"": ""LineString""}";759282.0
6977;23050;VIA ARISTOTILE FIORAVANTI;12;Navile;VIA ARISTOTILE FIORAVANTI;PIAZZA LIBER PARADISUS;10334;14538;1997-06-17;62.0;4;;4;;23;;25;A;44.50866412394211, 11.340450445344363;"{""coordinates"": [[11.340519487353411, 44.50893919970267], [11.340381403335314, 44.508389048181556]], ""type"": ""LineString""}";758870.0
6979;23050;VIA ARISTOTILE FIORAVANTI;12;Navile;VIA ARISTOTILE FIORAVANTI;VIA ARISTOTILE FIORAVANTI;14538;14539;1997-06-17;51.0;;;;;5;;21;B;44.50834707181468, 11.340699583554581;"{""coordinates"": [[11.340381403335314, 44.508389048181556], [11.341017763773849, 44.50830509544781]], ""type"": ""LineString""}";758870.0
7691;43970;VIA ALFREDO PANZINI;14;San Donato - San Vitale;VIA LODOVICO FRATI;VIA ALFREDO PANZINI;10895;15465;1997-11-04;131.0;;;;;7;;17;;44.51004869346648, 11.399819740166153;"{""coordinates"": [[11.39982616888177, 44.510646180991145], [11.399829050072341, 44.51029258101168], [11.399831305697218, 44.50992404992027], [11.399837344121094, 44.509732222509484], [11.399819751961312, 44.509642953890655], [11.399781931875193, 44.50956905476975], [11.399704178272879, 44.50948713662458]], ""type"": ""LineString""}";758782.0
8035;28100;VIA CARLO GOLDONI;14;San Donato - San Vitale;VIA NICCOLO' MACHIAVELLI;VIA CARLO GOLDONI;10623;16036;1998-01-13;87.0;32;;38;;13;;17;;44.50936946331248, 11.377897689873254;"{""coordinates"": [[11.3774191442316, 44.50917933205752], [11.378376235514908, 44.50955959456744]], ""type"": ""LineString""}";759014.0
8040;36100;PIAZZA SAN MARTINO;15;Santo Stefano;VIA GUGLIELMO OBERDAN;VIA VALDONICA;6274;16038;1998-01-13;51.0;;;;;1;;1;;44.49664545970732, 11.346268511421176;"{""coordinates"": [[11.345987994732807, 44.496637911803525], [11.346187372529593, 44.49668219405142], [11.346440600736862, 44.496643490583594], [11.346496203144094, 44.49652988740848]], ""type"": ""LineString""}";760265.0
7061;61450;VIA VIADAGOLA;14;San Donato - San Vitale;VIA VIADAGOLA;VIA CALAMOSCO;10980;14595;1997-06-18;600.0;14;;18;;5;;25;;44.52381462771781, 11.40249988625727;"{""coordinates"": [[11.403927275414944, 44.52622172480775], [11.403831257663628, 44.52610891051875], [11.403363786962695, 44.525551639151885], [11.403093500486685, 44.52522519003024], [11.403016500173491, 44.52509431169572], [11.402939209411388, 44.52495636342622], [11.40288216324901, 44.52477029350043], [11.402845139245608, 44.52465093399909], [11.402809507907419, 44.524565124635096], [11.402737292071922, 44.52443059838586], [11.402639029412882, 44.52426306787201], [11.402510576624266, 44.52408202970185], [11.402355560543162, 44.52391569341967], [11.402209172109396, 44.52377920782805], [11.402121438288786, 44.52368741870183], [11.40203021196931, 44.52357097302355], [11.402009020871608, 44.52353608397785], [11.401990439066207, 44.523504669017186], [11.401972002617516, 44.52347678899273], [11.401930428159549, 44.52336635641402], [11.401928468569277, 44.52331869318994], [11.401941222236664, 44.52326895586966], [11.401959075307449, 44.52322265824503], [11.40201844455701, 44.52310479906211], [11.402070190717675, 44.522981806768094], [11.402103418515054, 44.5228892366175], [11.40211300686201, 44.52282189389805], [11.402111337472272, 44.5227812915608], [11.40208315799829, 44.52263702467733], [11.402037002580242, 44.52247545506304], [11.401948321330316, 44.52224058132878], [11.401817474641062, 44.52188115331737], [11.401753541409116, 44.52176767110425], [11.401698174304505, 44.52168226760105], [11.401617474138908, 44.52158148957131], [11.401370384474184, 44.521313559774]], ""type"": ""LineString""}";760418.0
5980;27350;VIA GIORGIONE;11;Borgo Panigale - Reno;VIA GIORGIONE;VIA DEMETRIO MARTINELLI;13755;8857;1997-05-12;32.0;;;;;7;;9;;44.509833219302536, 11.30339100214004;"{""coordinates"": [[11.303578412318892, 44.50978450146497], [11.30320359196119, 44.5098819371401]], ""type"": ""LineString""}";759685.0
5982;10950;VIA DELLA CA' BIANCA;12;Navile;VIA DELLA CA' BIANCA;VIA MOLINO DI PESCAROLA;8956;13762;1997-05-12;44.0;;;;;;;;;44.5234586065012, 11.320468196536398;"{""coordinates"": [[11.320550870801577, 44.5236505800242], [11.32045678508078, 44.52341780515232], [11.32041690676789, 44.523340491653855], [11.320365565694193, 44.523278094299116]], ""type"": ""LineString""}";759284.0
5983;10950;VIA DELLA CA' BIANCA;12;Navile;VIA FRANCESCO ZANARDI;VIA DELLA CA' BIANCA;8948;13762;1997-05-12;74.0;14;;26;;1;;3;;44.52302828919374, 11.320057523025778;"{""coordinates"": [[11.320365565694193, 44.523278094299116], [11.320312213922444, 44.5232259016686], [11.320108480134957, 44.52306930211758], [11.319835692938286, 44.5228522940227], [11.319743545801746, 44.522785504160794]], ""type"": ""LineString""}";759284.0
5984;10950;VIA DELLA CA' BIANCA;12;Navile;VIA DELLA CA' BIANCA;VIA DELLA CA' BIANCA;13762;13754;1997-05-12;55.0;;;;;3;2;3;10A;44.523138437754696, 11.320648539074536;"{""coordinates"": [[11.320365565694193, 44.523278094299116], [11.320931512454882, 44.52299878121028]], ""type"": ""LineString""}";759284.0
5651;90050;TANGENZIALE CASALECCHIO-SAN LAZZARO;11;Borgo Panigale - Reno;TANGENZIALE CASALECCHIO-SAN LAZZARO;TANGENZIALE CASALECCHIO-SAN LAZZARO;13454;13453;1996-03-07;167.0;;;;;;;;;44.52404206280176, 11.294023524225949;"{""coordinates"": [[11.295069833307213, 44.52411424436286], [11.292977215144687, 44.52396988124066]], ""type"": ""LineString""}";
5654;90050;TANGENZIALE CASALECCHIO-SAN LAZZARO;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;TANGENZIALE CASALECCHIO-SAN LAZZARO;13455;8919;1996-03-07;100.0;;;;;;;;;44.52307553022186, 11.295049894228852;"{""coordinates"": [[11.294505977230314, 44.52329350043155], [11.294606386574523, 44.523208352598886], [11.29471866600534, 44.523150216792395], [11.294862762875777, 44.52310216329028], [11.295072642196105, 44.52305654113784], [11.29562859721312, 44.52293720568602]], ""type"": ""LineString""}";
6435;51200;VIA DEL RONDONE;13;Porto - Saragozza;VIA DEL RONDONE;VIA AZZO GARDINO;14140;10188;1997-06-05;64.0;24;;28;;;;;;44.50113391319309, 11.335812151722534;"{""coordinates"": [[11.335694744713798, 44.5008582214823], [11.33592955873127, 44.501409604903884]], ""type"": ""LineString""}";759258.0
6436;51200;VIA DEL RONDONE;13;Porto - Saragozza;VIA DEL RONDONE;VIA DEL RONDONE;14140;14128;1997-06-05;56.0;8;1;22;2;;;;;44.500919726884966, 11.335356163374753;"{""coordinates"": [[11.335694744713798, 44.5008582214823], [11.335321133825323, 44.50093750781261], [11.335236310302959, 44.50094970406771], [11.335149828212446, 44.50095060894598], [11.335014246845681, 44.50094292134731]], ""type"": ""LineString""}";759258.0
6408;2250;VIA DELL'ANGELO CUSTODE;16;Savena;VIA DELL'ANGELO CUSTODE;VIA DEL PICCHIO;14090;13053;1997-06-04;36.0;;;;;;;;;44.459915990306946, 11.366515901765572;"{""coordinates"": [[11.366552776447067, 44.45975668233913], [11.366549686521699, 44.459801525464755], [11.366483074487162, 44.46003005167121], [11.36647388854169, 44.46007459804321]], ""type"": ""LineString""}";759339.0
7231;17050;VIA COL DI LANA;13;Porto - Saragozza;VIA COL DI LANA;VIA DEL TIMAVO;8816;14719;1997-06-23;82.0;32;;34;;11;2;21;;44.50109567861553, 11.318937379106611;"{""coordinates"": [[11.31848010016396, 44.501263453673815], [11.319394658049264, 44.50092790355724]], ""type"": ""LineString""}";759071.0
8348;1100;VIA LEANDRO ALBERTI;15;Santo Stefano;VIA LEANDRO ALBERTI;VIA LODOVICO SAVIOLI;16331;6367;1998-06-29;99.0;8;;12;;19;2;25;;44.4864431214811, 11.363150198073125;"{""coordinates"": [[11.362607006207215, 44.48666340155755], [11.363495862526229, 44.48630212884541], [11.36359823994099, 44.486264097771226], [11.363694376527599, 44.486225367591466]], ""type"": ""LineString""}";759863.0
8836;60700;PIAZZA XX SETTEMBRE;13;Porto - Saragozza;VIALE PIETRO PIETRAMELLARA;PIAZZA XX SETTEMBRE;10318;16725;2000-01-13;62.0;;;;;;;;;44.504851094587075, 11.344549718120346;"{""coordinates"": [[11.344171490068959, 44.50491359400937], [11.34492794617173, 44.504788595164776]], ""type"": ""LineString""}";760458.0
8840;46000;VIALE PIETRO PIETRAMELLARA;13;Porto - Saragozza;VIA MILAZZO;VIALE PIETRO PIETRAMELLARA;16730;10231;2000-01-13;133.0;;;;;;;;;44.5044381226774, 11.337151846433049;"{""coordinates"": [[11.337835696114524, 44.50478213598257], [11.336467996751571, 44.50409410937223]], ""type"": ""LineString""}";760161.0
8842;46000;VIALE PIETRO PIETRAMELLARA;13;Porto - Saragozza;VIA PAOLO BOVI CAMPEGGI;VIA PAOLO BOVI CAMPEGGI;16731;16729;2000-01-13;53.0;;;;;;;;;44.50503645134025, 11.33798591472541;"{""coordinates"": [[11.337709512144967, 44.50489895376041], [11.338109523987168, 44.505098648724974], [11.338263323637126, 44.50517188528503]], ""type"": ""LineString""}";760161.0
8843;46000;VIALE PIETRO PIETRAMELLARA;13;Porto - Saragozza;VIA LEONETTO CIPRIANI;VIA PAOLO BOVI CAMPEGGI;16720;16732;2000-01-13;127.0;;;;;;;;;44.50446652840748, 11.33685358386632;"{""coordinates"": [[11.33620207895825, 44.504138586960465], [11.33750508877439, 44.50479446985448]], ""type"": ""LineString""}";760161.0
8844;46000;VIALE PIETRO PIETRAMELLARA;13;Porto - Saragozza;VIA PAOLO BOVI CAMPEGGI;VIA PAOLO BOVI CAMPEGGI;16732;16731;2000-01-13;20.0;;;;;;;;;44.504846711807446, 11.337607300459679;"{""coordinates"": [[11.33750508877439, 44.50479446985448], [11.337709512144967, 44.50489895376041]], ""type"": ""LineString""}";760161.0
8845;46000;VIALE PIETRO PIETRAMELLARA;13;Porto - Saragozza;VIA PAOLO BOVI CAMPEGGI;VIA CESARE BOLDRINI;16717;16729;2000-01-13;17.0;;;;;;;;;44.50510828467215, 11.338317036968757;"{""coordinates"": [[11.338263323637126, 44.50517188528503], [11.338370750300387, 44.50504468405926]], ""type"": ""LineString""}";760161.0
8847;10000;VIA PAOLO BOVI CAMPEGGI;13;Porto - Saragozza;VIALE PIETRO PIETRAMELLARA;VIA PAOLO BOVI CAMPEGGI;16716;16729;2000-01-13;106.0;22;10;26;;;;;;44.505134808567306, 11.33760765127987;"{""coordinates"": [[11.338263323637126, 44.50517188528503], [11.33803868837281, 44.50515373688854], [11.33778073479944, 44.50510175453204], [11.337709787633106, 44.50509523117956], [11.337559630297052, 44.50510960432968], [11.337376817137997, 44.505131884006325], [11.337218349649914, 44.50514607576306], [11.336949785552925, 44.505160333626115]], ""type"": ""LineString""}";760093.0
10322;18200;VIA TRANQUILLO CREMONA;15;Santo Stefano;VIA GIORGIO PERLASCA;VIA TRANQUILLO CREMONA;17361;5889;2007-09-05;71.0;12;A;14;A;15;;17;F;44.47414450752917, 11.375686754724365;"{""coordinates"": [[11.375274626326938, 44.47427092935091], [11.375491656304932, 44.47417374939367], [11.375595669236873, 44.47413923850085], [11.375720023309412, 44.47411148826185], [11.375885231370706, 44.47410086580119], [11.376115771919894, 44.47409246625082]], ""type"": ""LineString""}";760376.0
8042;62850;VIA LUIGI ZAMBONI;15;Santo Stefano;VIA LUIGI ZAMBONI;PIAZZA GIOACCHINO ROSSINI;6215;16042;1998-01-13;56.0;18;;18;B;11;;13;;44.4953456757501, 11.348232719829019;"{""coordinates"": [[11.348541475643795, 44.49546652028237], [11.348443766535949, 44.49542662344326], [11.347923288988817, 44.495226534411536]], ""type"": ""LineString""}";760462.0
8049;58600;VIA TOSCANA;16;Savena;VIA PIETRO CANONICI;VIA TOSCANA;5526;16049;1998-01-13;65.0;210;2;212;;215;;215;;44.45117953020396, 11.362555536839743;"{""coordinates"": [[11.362794690529947, 44.45142140704631], [11.36267987450802, 44.45129386637977], [11.362576504434161, 44.4511842920443], [11.362475270485481, 44.45109276871017], [11.362354713108264, 44.45100513819375], [11.362293695868594, 44.450963107189175]], ""type"": ""LineString""}";760375.0
9470;1850;VIA ALTURA;16;Savena;VIA CROARA;VIA ALTURA;6679;5597;2004-07-08;445.0;;;;;19;;19;B;44.462898371982725, 11.401500240687438;"{""coordinates"": [[11.401078001658307, 44.46123476068867], [11.401179812542454, 44.4613647956364], [11.401315803721642, 44.46154419305523], [11.401494951648417, 44.46178675404729], [11.401604943576977, 44.461928634991025], [11.401757090254955, 44.46212671451199], [11.40190851396815, 44.46232430488875], [11.401991967467545, 44.46243269593925], [11.402125734846017, 44.46260862813182], [11.40227003927737, 44.46278583285122], [11.402373152923948, 44.46289632160668], [11.402387511104648, 44.462939574101576], [11.402381301962217, 44.46297421181233], [11.402288818577539, 44.46301740812289], [11.401905551629861, 44.46319799035172], [11.401617104954408, 44.46334058396586], [11.401488979342476, 44.46340853946939], [11.401388657898439, 44.463465403868696], [11.401299971204464, 44.463524274086716], [11.401159797199208, 44.46363073479065], [11.401034064916285, 44.46373163403187], [11.400909374693686, 44.4638325112162], [11.40078552405001, 44.463928122079544], [11.400663635168854, 44.46402069367925], [11.400617806963638, 44.46405241039407], [11.400500497171674, 44.46412913093995], [11.400382984987084, 44.46420061609723], [11.40035414259617, 44.46421246685707], [11.400235966643912, 44.4642674640227]], ""type"": ""LineString""}";758788.0
9476;24850;VIA DI GAIBOLA;15;Santo Stefano;VIA DEI POZZETTI;VIA DI GAIBOLA;4213;17059;2004-07-13;157.0;;;;;17;3;27;;44.46170056016399, 11.319582753875032;"{""coordinates"": [[11.319669894222121, 44.46240565903074], [11.319625142257614, 44.46229142474726], [11.319630091090966, 44.462211047737455], [11.319675315578193, 44.46188887892552], [11.319687494655065, 44.461760965142076], [11.319680543090778, 44.46165816131719], [11.319659968091939, 44.461574152729895], [11.319600326953646, 44.46144769830829], [11.319469362466762, 44.461287636794665], [11.319332279700337, 44.46113906975532], [11.319304252856103, 44.4611058793064], [11.319276114251805, 44.4610695492026]], ""type"": ""LineString""}";759399.0
9480;44050;VIA DEL PARCO;14;San Donato - San Vitale;VIA DEL PARCO;VIA GIUSEPPE MASSARENTI;17060;15819;2004-07-13;41.0;;;;;;;;;44.49325246739289, 11.379451681430488;"{""coordinates"": [[11.37951402271995, 44.49307336692257], [11.379389340141024, 44.49343156786321]], ""type"": ""LineString""}";759238.0
7203;18730;VIA GIOVANNI CROCIONI;11;Borgo Panigale - Reno;VIA DELLA BARCA;VIA GIOVANNI CROCIONI;14699;15961;1997-06-23;122.0;;;;;1;;3;;44.49227691800282, 11.300778662564419;"{""coordinates"": [[11.300154237002262, 44.49200858677523], [11.301161536735693, 44.49240793290101], [11.301190609386252, 44.49244678720637], [11.301293626103329, 44.492664400772256]], ""type"": ""LineString""}";759710.0
7205;7550;VIA BERRETTA ROSSA;11;Borgo Panigale - Reno;VIA EMILIA PONENTE;VIA BERRETTA ROSSA;8758;14701;1997-06-23;123.0;2;;12;C;1;;1;4;44.50542530614741, 11.307931455203336;"{""coordinates"": [[11.308271292661692, 44.50592264264483], [11.307591617744981, 44.504927969649984]], ""type"": ""LineString""}";758940.0
5961;59350;VIA DEL TRIUMVIRATO;11;Borgo Panigale - Reno;VIA DE LA BIRRA;VIA DEL TRIUMVIRATO;13735;8901;1997-05-12;88.0;38;;44;;91;;95;;44.5211628179405, 11.294840057670946;"{""coordinates"": [[11.295085988243173, 44.52151713330624], [11.294637598861481, 44.5208720216834], [11.294598920907088, 44.520805451030796]], ""type"": ""LineString""}";759273.0
5964;59350;VIA DEL TRIUMVIRATO;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;VIA DEL TRIUMVIRATO;13738;13735;1997-05-12;67.0;46;;52;2B;123;;123;8;44.521786541279006, 11.295271922278948;"{""coordinates"": [[11.295457856314723, 44.52205594925177], [11.295085988243173, 44.52151713330624]], ""type"": ""LineString""}";759273.0
