CODICE;Geo Point;Geo Shape
15638;44.49956708383494, 11.330107089891612;"{""coordinates"": [11.330107089891612, 44.49956708383494], ""type"": ""Point""}"
15651;44.52901968356154, 11.353541114100038;"{""coordinates"": [11.353541114100038, 44.52901968356154], ""type"": ""Point""}"
15653;44.47754064561497, 11.38411904389125;"{""coordinates"": [11.38411904389125, 44.47754064561497], ""type"": ""Point""}"
16763;44.486234145786455, 11.358051186427359;"{""coordinates"": [11.358051186427359, 44.486234145786455], ""type"": ""Point""}"
16546;44.50686818138876, 11.35037950887059;"{""coordinates"": [11.35037950887059, 44.50686818138876], ""type"": ""Point""}"
16570;44.5159464110978, 11.398413746280253;"{""coordinates"": [11.398413746280253, 44.5159464110978], ""type"": ""Point""}"
16576;44.516612953599356, 11.39989821432493;"{""coordinates"": [11.39989821432493, 44.516612953599356], ""type"": ""Point""}"
16580;44.51552541825176, 11.400561421408971;"{""coordinates"": [11.400561421408971, 44.51552541825176], ""type"": ""Point""}"
16600;44.52972553926363, 11.2398715342614;"{""coordinates"": [11.2398715342614, 44.52972553926363], ""type"": ""Point""}"
16598;44.53049349462402, 11.23961126701714;"{""coordinates"": [11.23961126701714, 44.53049349462402], ""type"": ""Point""}"
16630;44.49300434732589, 11.337417721844105;"{""coordinates"": [11.337417721844105, 44.49300434732589], ""type"": ""Point""}"
16636;44.48556675342119, 11.3480258384724;"{""coordinates"": [11.3480258384724, 44.48556675342119], ""type"": ""Point""}"
16656;44.48700605414007, 11.338165124393118;"{""coordinates"": [11.338165124393118, 44.48700605414007], ""type"": ""Point""}"
16667;44.48558569256129, 11.347112774928428;"{""coordinates"": [11.347112774928428, 44.48558569256129], ""type"": ""Point""}"
16668;44.48576035601251, 11.34440817056543;"{""coordinates"": [11.34440817056543, 44.48576035601251], ""type"": ""Point""}"
16670;44.48645662498393, 11.34167171144414;"{""coordinates"": [11.34167171144414, 44.48645662498393], ""type"": ""Point""}"
16674;44.49095610330877, 11.329407874689707;"{""coordinates"": [11.329407874689707, 44.49095610330877], ""type"": ""Point""}"
15668;44.50393357230233, 11.416070401757626;"{""coordinates"": [11.416070401757626, 44.50393357230233], ""type"": ""Point""}"
13197;44.48995041190126, 11.350347058108314;"{""coordinates"": [11.350347058108314, 44.48995041190126], ""type"": ""Point""}"
6350;44.48533121478831, 11.35392726365589;"{""coordinates"": [11.35392726365589, 44.48533121478831], ""type"": ""Point""}"
6375;44.48846315950317, 11.377947157900687;"{""coordinates"": [11.377947157900687, 44.48846315950317], ""type"": ""Point""}"
6465;44.488280140015114, 11.373366831206141;"{""coordinates"": [11.373366831206141, 44.488280140015114], ""type"": ""Point""}"
15563;44.47156639784721, 11.39712243010814;"{""coordinates"": [11.39712243010814, 44.47156639784721], ""type"": ""Point""}"
15564;44.47137490959392, 11.397735108363264;"{""coordinates"": [11.397735108363264, 44.47137490959392], ""type"": ""Point""}"
6913;44.48314578455844, 11.383111698945065;"{""coordinates"": [11.383111698945065, 44.48314578455844], ""type"": ""Point""}"
8418;44.51461286542988, 11.24912604667239;"{""coordinates"": [11.24912604667239, 44.51461286542988], ""type"": ""Point""}"
8419;44.513932000642995, 11.262223961087255;"{""coordinates"": [11.262223961087255, 44.513932000642995], ""type"": ""Point""}"
8480;44.52660064487148, 11.248329167376767;"{""coordinates"": [11.248329167376767, 44.52660064487148], ""type"": ""Point""}"
8585;44.52905521663646, 11.276959786324058;"{""coordinates"": [11.276959786324058, 44.52905521663646], ""type"": ""Point""}"
13452;44.525293370725514, 11.298700710491895;"{""coordinates"": [11.298700710491895, 44.525293370725514], ""type"": ""Point""}"
13455;44.52329350043155, 11.294505977230314;"{""coordinates"": [11.294505977230314, 44.52329350043155], ""type"": ""Point""}"
14433;44.51280269596497, 11.284401484806017;"{""coordinates"": [11.284401484806017, 44.51280269596497], ""type"": ""Point""}"
14434;44.511986870255, 11.283751073848526;"{""coordinates"": [11.283751073848526, 44.511986870255], ""type"": ""Point""}"
14436;44.512039209643135, 11.283383918351618;"{""coordinates"": [11.283383918351618, 44.512039209643135], ""type"": ""Point""}"
14437;44.51130804548065, 11.283050964857264;"{""coordinates"": [11.283050964857264, 44.51130804548065], ""type"": ""Point""}"
14438;44.510333246257936, 11.28280837350574;"{""coordinates"": [11.28280837350574, 44.510333246257936], ""type"": ""Point""}"
14439;44.510472050915666, 11.282407967814466;"{""coordinates"": [11.282407967814466, 44.510472050915666], ""type"": ""Point""}"
14442;44.50566305466845, 11.309025756151321;"{""coordinates"": [11.309025756151321, 44.50566305466845], ""type"": ""Point""}"
14446;44.506319628240966, 11.307137972824759;"{""coordinates"": [11.307137972824759, 44.506319628240966], ""type"": ""Point""}"
14448;44.507442336313275, 11.30358611653291;"{""coordinates"": [11.30358611653291, 44.507442336313275], ""type"": ""Point""}"
14696;44.50811802857576, 11.293984875810054;"{""coordinates"": [11.293984875810054, 44.50811802857576], ""type"": ""Point""}"
14702;44.50473865159298, 11.308130573991823;"{""coordinates"": [11.308130573991823, 44.50473865159298], ""type"": ""Point""}"
14703;44.50407555317864, 11.307017864923237;"{""coordinates"": [11.307017864923237, 44.50407555317864], ""type"": ""Point""}"
15289;44.49216927986975, 11.343335424967218;"{""coordinates"": [11.343335424967218, 44.49216927986975], ""type"": ""Point""}"
67;44.497480095476014, 11.332191913822099;"{""coordinates"": [11.332191913822099, 44.497480095476014], ""type"": ""Point""}"
71;44.4955564960651, 11.3355727550506;"{""coordinates"": [11.3355727550506, 44.4955564960651], ""type"": ""Point""}"
17120;44.510818931418086, 11.313172495292854;"{""coordinates"": [11.313172495292854, 44.510818931418086], ""type"": ""Point""}"
10703;44.53073118994694, 11.332472358787651;"{""coordinates"": [11.332472358787651, 44.53073118994694], ""type"": ""Point""}"
17123;44.518534756638225, 11.276981668537237;"{""coordinates"": [11.276981668537237, 44.518534756638225], ""type"": ""Point""}"
17126;44.509806174795564, 11.33092213577011;"{""coordinates"": [11.33092213577011, 44.509806174795564], ""type"": ""Point""}"
5837;44.46948005270924, 11.375252682974406;"{""coordinates"": [11.375252682974406, 44.46948005270924], ""type"": ""Point""}"
14610;44.50556133029508, 11.28206422404373;"{""coordinates"": [11.28206422404373, 44.50556133029508], ""type"": ""Point""}"
16678;44.49470363795159, 11.328438392981978;"{""coordinates"": [11.328438392981978, 44.49470363795159], ""type"": ""Point""}"
16680;44.49720433358278, 11.327633956010686;"{""coordinates"": [11.327633956010686, 44.49720433358278], ""type"": ""Point""}"
15225;44.49903836799073, 11.327055868837746;"{""coordinates"": [11.327055868837746, 44.49903836799073], ""type"": ""Point""}"
15305;44.49746899211804, 11.327551361231198;"{""coordinates"": [11.327551361231198, 44.49746899211804], ""type"": ""Point""}"
15335;44.50561392845475, 11.376045103135844;"{""coordinates"": [11.376045103135844, 44.50561392845475], ""type"": ""Point""}"
15338;44.50514564021112, 11.376146824303602;"{""coordinates"": [11.376146824303602, 44.50514564021112], ""type"": ""Point""}"
16877;44.48602938901462, 11.38794033560683;"{""coordinates"": [11.38794033560683, 44.48602938901462], ""type"": ""Point""}"
16883;44.50258636500335, 11.276777417003522;"{""coordinates"": [11.276777417003522, 44.50258636500335], ""type"": ""Point""}"
16884;44.481923599093825, 11.363941952681987;"{""coordinates"": [11.363941952681987, 44.481923599093825], ""type"": ""Point""}"
16885;44.482204983360376, 11.36412240435803;"{""coordinates"": [11.36412240435803, 44.482204983360376], ""type"": ""Point""}"
16886;44.482257770285734, 11.363976115171667;"{""coordinates"": [11.363976115171667, 44.482257770285734], ""type"": ""Point""}"
16890;44.54950136913757, 11.357327301457017;"{""coordinates"": [11.357327301457017, 44.54950136913757], ""type"": ""Point""}"
15858;44.49751236620038, 11.372694899348362;"{""coordinates"": [11.372694899348362, 44.49751236620038], ""type"": ""Point""}"
17155;44.49762176553893, 11.372756833514956;"{""coordinates"": [11.372756833514956, 44.49762176553893], ""type"": ""Point""}"
17160;44.497693936302774, 11.372936272884875;"{""coordinates"": [11.372936272884875, 44.497693936302774], ""type"": ""Point""}"
17165;44.495290979892516, 11.371331914284289;"{""coordinates"": [11.371331914284289, 44.495290979892516], ""type"": ""Point""}"
6565;44.48883638287166, 11.368000226214015;"{""coordinates"": [11.368000226214015, 44.48883638287166], ""type"": ""Point""}"
6569;44.48966277514121, 11.369332624932959;"{""coordinates"": [11.369332624932959, 44.48966277514121], ""type"": ""Point""}"
6570;44.489478234259444, 11.368375020000935;"{""coordinates"": [11.368375020000935, 44.489478234259444], ""type"": ""Point""}"
6576;44.491321258254054, 11.370386390218409;"{""coordinates"": [11.370386390218409, 44.491321258254054], ""type"": ""Point""}"
6582;44.490960392099716, 11.371462515639987;"{""coordinates"": [11.371462515639987, 44.490960392099716], ""type"": ""Point""}"
16079;44.49059820308049, 11.372467955760778;"{""coordinates"": [11.372467955760778, 44.49059820308049], ""type"": ""Point""}"
6590;44.49079340614805, 11.373736784569699;"{""coordinates"": [11.373736784569699, 44.49079340614805], ""type"": ""Point""}"
6554;44.49190690109872, 11.37391032433251;"{""coordinates"": [11.37391032433251, 44.49190690109872], ""type"": ""Point""}"
6600;44.49199567260789, 11.372882974380639;"{""coordinates"": [11.372882974380639, 44.49199567260789], ""type"": ""Point""}"
6605;44.49180209956657, 11.37513652925933;"{""coordinates"": [11.37513652925933, 44.49180209956657], ""type"": ""Point""}"
6614;44.495852738229445, 11.365054598042782;"{""coordinates"": [11.365054598042782, 44.495852738229445], ""type"": ""Point""}"
6610;44.49455162152637, 11.367104249556688;"{""coordinates"": [11.367104249556688, 44.49455162152637], ""type"": ""Point""}"
6560;44.49328060215158, 11.372526092365026;"{""coordinates"": [11.372526092365026, 44.49328060215158], ""type"": ""Point""}"
6555;44.49338098564147, 11.374118897015741;"{""coordinates"": [11.374118897015741, 44.49338098564147], ""type"": ""Point""}"
6474;44.49636943995716, 11.359638231242188;"{""coordinates"": [11.359638231242188, 44.49636943995716], ""type"": ""Point""}"
6557;44.4964898286064, 11.373254752701724;"{""coordinates"": [11.373254752701724, 44.4964898286064], ""type"": ""Point""}"
13519;44.4632074114578, 11.379121209962303;"{""coordinates"": [11.379121209962303, 44.4632074114578], ""type"": ""Point""}"
6648;44.46478797117456, 11.37748670877328;"{""coordinates"": [11.37748670877328, 44.46478797117456], ""type"": ""Point""}"
14911;44.46421113335029, 11.378142108256565;"{""coordinates"": [11.378142108256565, 44.46421113335029], ""type"": ""Point""}"
6645;44.46443296010608, 11.379937713564209;"{""coordinates"": [11.379937713564209, 44.46443296010608], ""type"": ""Point""}"
6659;44.467140782905624, 11.378146017325786;"{""coordinates"": [11.378146017325786, 44.467140782905624], ""type"": ""Point""}"
6667;44.468373748831496, 11.38092067953591;"{""coordinates"": [11.38092067953591, 44.468373748831496], ""type"": ""Point""}"
6652;44.46770501022239, 11.380400814747953;"{""coordinates"": [11.380400814747953, 44.46770501022239], ""type"": ""Point""}"
6663;44.46973417737909, 11.379429428189681;"{""coordinates"": [11.379429428189681, 44.46973417737909], ""type"": ""Point""}"
6666;44.46821966888523, 11.382156556693788;"{""coordinates"": [11.382156556693788, 44.46821966888523], ""type"": ""Point""}"
6677;44.469164041990155, 11.388840907465658;"{""coordinates"": [11.388840907465658, 44.469164041990155], ""type"": ""Point""}"
6639;44.468163973368895, 11.38508339586401;"{""coordinates"": [11.38508339586401, 44.468163973368895], ""type"": ""Point""}"
14988;44.469917535035314, 11.394369774117422;"{""coordinates"": [11.394369774117422, 44.469917535035314], ""type"": ""Point""}"
6702;44.470240428896794, 11.37805133271985;"{""coordinates"": [11.37805133271985, 44.470240428896794], ""type"": ""Point""}"
6706;44.473205212538794, 11.379182477252884;"{""coordinates"": [11.379182477252884, 44.473205212538794], ""type"": ""Point""}"
6696;44.47270877632513, 11.3811852500108;"{""coordinates"": [11.3811852500108, 44.47270877632513], ""type"": ""Point""}"
6705;44.47364824578085, 11.382907816066046;"{""coordinates"": [11.382907816066046, 44.47364824578085], ""type"": ""Point""}"
6704;44.47419755500697, 11.38359227514976;"{""coordinates"": [11.38359227514976, 44.47419755500697], ""type"": ""Point""}"
6700;44.47381306865239, 11.384392058644867;"{""coordinates"": [11.384392058644867, 44.47381306865239], ""type"": ""Point""}"
6711;44.47363881417282, 11.386880642888258;"{""coordinates"": [11.386880642888258, 44.47363881417282], ""type"": ""Point""}"
6726;44.472571057994166, 11.385713660721988;"{""coordinates"": [11.385713660721988, 44.472571057994166], ""type"": ""Point""}"
6710;44.47334281250648, 11.38774655800883;"{""coordinates"": [11.38774655800883, 44.47334281250648], ""type"": ""Point""}"
6719;44.47155563477885, 11.387590654868584;"{""coordinates"": [11.387590654868584, 44.47155563477885], ""type"": ""Point""}"
6055;44.490504465829254, 11.34258061577466;"{""coordinates"": [11.34258061577466, 44.490504465829254], ""type"": ""Point""}"
6064;44.49002240980981, 11.344566791027246;"{""coordinates"": [11.344566791027246, 44.49002240980981], ""type"": ""Point""}"
13525;44.488899318522506, 11.343106717887888;"{""coordinates"": [11.343106717887888, 44.488899318522506], ""type"": ""Point""}"
6059;44.49010059710123, 11.344013131906982;"{""coordinates"": [11.344013131906982, 44.49010059710123], ""type"": ""Point""}"
128;44.49202351065145, 11.339185620293485;"{""coordinates"": [11.339185620293485, 44.49202351065145], ""type"": ""Point""}"
125;44.49195794298345, 11.3401713649551;"{""coordinates"": [11.3401713649551, 44.49195794298345], ""type"": ""Point""}"
122;44.49193890752958, 11.34036828923629;"{""coordinates"": [11.34036828923629, 44.49193890752958], ""type"": ""Point""}"
130;44.49228876403194, 11.34129824216018;"{""coordinates"": [11.34129824216018, 44.49228876403194], ""type"": ""Point""}"
129;44.49221264231837, 11.341885262101872;"{""coordinates"": [11.341885262101872, 44.49221264231837], ""type"": ""Point""}"
15932;44.49287592063743, 11.34070390241612;"{""coordinates"": [11.34070390241612, 44.49287592063743], ""type"": ""Point""}"
6069;44.49323911017672, 11.342189694963547;"{""coordinates"": [11.342189694963547, 44.49323911017672], ""type"": ""Point""}"
6264;44.4968778853672, 11.349362943258654;"{""coordinates"": [11.349362943258654, 44.4968778853672], ""type"": ""Point""}"
6279;44.497699026375464, 11.350404774270018;"{""coordinates"": [11.350404774270018, 44.497699026375464], ""type"": ""Point""}"
6283;44.496936199190344, 11.352352399373904;"{""coordinates"": [11.352352399373904, 44.496936199190344], ""type"": ""Point""}"
16805;44.481204667407134, 11.356583651364598;"{""coordinates"": [11.356583651364598, 44.481204667407134], ""type"": ""Point""}"
6315;44.48080065519446, 11.356088323212768;"{""coordinates"": [11.356088323212768, 44.48080065519446], ""type"": ""Point""}"
6310;44.48115117221756, 11.358317423566202;"{""coordinates"": [11.358317423566202, 44.48115117221756], ""type"": ""Point""}"
6313;44.4798555300095, 11.354646984220967;"{""coordinates"": [11.354646984220967, 44.4798555300095], ""type"": ""Point""}"
6308;44.481383807555616, 11.357627542769176;"{""coordinates"": [11.357627542769176, 44.481383807555616], ""type"": ""Point""}"
5639;44.482820089635695, 11.354794774783297;"{""coordinates"": [11.354794774783297, 44.482820089635695], ""type"": ""Point""}"
6317;44.482010353864354, 11.356484279761435;"{""coordinates"": [11.356484279761435, 44.482010353864354], ""type"": ""Point""}"
6091;44.49235527481707, 11.344685271626407;"{""coordinates"": [11.344685271626407, 44.49235527481707], ""type"": ""Point""}"
52;44.492132262290625, 11.337852724128986;"{""coordinates"": [11.337852724128986, 44.492132262290625], ""type"": ""Point""}"
13062;44.47855301757329, 11.384512870868253;"{""coordinates"": [11.384512870868253, 44.47855301757329], ""type"": ""Point""}"
14058;44.48110503680221, 11.377218285309288;"{""coordinates"": [11.377218285309288, 44.48110503680221], ""type"": ""Point""}"
